Starting grid search with num_random_contexts=1 and embedding_pool_strategy=last
Model name: meta-llama/Llama-3.1-8B-Instruct
Context sample strategy: random
Num random contexts: 1
Embedding pool strategy: last
Num train epochs: 10
Force reload data: false
VPL data for PRISM already exists. Skipping data generation.
20744 5134
trainable params: 71,303,168 || all params: 7,593,005,056 || trainable%: 0.9391
{'train_recon_loss': 0.6928728222846985, 'train_kld': 1.544816404930316e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.08184814453125, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 0.0003662109375, 'embeddings_rejected': 9.441375732421875e-05, 'mean': -0.0033654682338237762, 'log_var': 0.004898861516267061, 'epoch': 0}
{'train_recon_loss': 0.6929033398628235, 'train_kld': 8.218712900998071e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0556640625, 'rewards_rejected': -0.05615234375, 'embeddings_chosen': 0.00058746337890625, 'embeddings_rejected': 0.0001430511474609375, 'mean': -0.0026817265897989273, 'log_var': 0.004325672518461943, 'epoch': 0.01}
{'train_recon_loss': 0.6938521862030029, 'train_kld': 8.159491699188948e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.06915283203125, 'rewards_rejected': -0.0677490234375, 'embeddings_chosen': 0.00011110305786132812, 'embeddings_rejected': 0.0002841949462890625, 'mean': -0.0028338960837572813, 'log_var': 0.0050603714771568775, 'epoch': 0.01}
{'train_recon_loss': 0.6922062635421753, 'train_kld': 8.42689914861694e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.06512451171875, 'rewards_rejected': -0.0670166015625, 'embeddings_chosen': 0.00040435791015625, 'embeddings_rejected': 5.650520324707031e-05, 'mean': -0.0032797774765640497, 'log_var': 0.005083750002086163, 'epoch': 0.01}
{'train_recon_loss': 0.6914173364639282, 'train_kld': 8.240698662120849e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.06594276428222656, 'rewards_rejected': -0.0694112777709961, 'embeddings_chosen': 0.0001850128173828125, 'embeddings_rejected': 3.039836883544922e-05, 'mean': -0.0038373181596398354, 'log_var': 0.005152085795998573, 'epoch': 0.01}
{'train_recon_loss': 0.6939412355422974, 'train_kld': 8.08296535979025e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.049041748046875, 'rewards_rejected': -0.047454833984375, 'embeddings_chosen': 0.0003376007080078125, 'embeddings_rejected': 0.000156402587890625, 'mean': -0.003326090984046459, 'log_var': 0.0044711558148264885, 'epoch': 0.01}
{'train_recon_loss': 0.6931205987930298, 'train_kld': 8.27886033221148e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.05419921875, 'rewards_rejected': -0.05426025390625, 'embeddings_chosen': 0.00011110305786132812, 'embeddings_rejected': 0.0005035400390625, 'mean': -0.0032488517463207245, 'log_var': 0.004654489457607269, 'epoch': 0.01}
{'train_recon_loss': 0.6924487352371216, 'train_kld': 7.878949691075832e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.05950927734375, 'rewards_rejected': -0.0609130859375, 'embeddings_chosen': 0.00014972686767578125, 'embeddings_rejected': 0.0002002716064453125, 'mean': -0.003632527543231845, 'log_var': 0.004420688841491938, 'epoch': 0.01}
{'train_recon_loss': 0.6928578615188599, 'train_kld': 7.56456283852458e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.049652099609375, 'rewards_rejected': -0.05023193359375, 'embeddings_chosen': 0.00031280517578125, 'embeddings_rejected': 0.00016880035400390625, 'mean': -0.0031914357095956802, 'log_var': 0.00513455830514431, 'epoch': 0.01}
{'train_recon_loss': 0.6920063495635986, 'train_kld': 8.359181811101735e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.02435302734375, 'rewards_rejected': -0.026641845703125, 'embeddings_chosen': 0.0003299713134765625, 'embeddings_rejected': 0.0002231597900390625, 'mean': -0.0035527138970792294, 'log_var': 0.0050920783542096615, 'epoch': 0.01}
{'train_recon_loss': 0.6950846314430237, 'train_kld': 8.061425614869222e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.07611083984375, 'rewards_rejected': -0.072265625, 'embeddings_chosen': 0.0002899169921875, 'embeddings_rejected': 0.0001373291015625, 'mean': -0.002806682139635086, 'log_var': 0.0038208593614399433, 'epoch': 0.01}
{'train_recon_loss': 0.6904846429824829, 'train_kld': 8.262839401140809e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.037139892578125, 'rewards_rejected': -0.04248046875, 'embeddings_chosen': 0.000514984130859375, 'embeddings_rejected': 0.000377655029296875, 'mean': -0.0026379097253084183, 'log_var': 0.00465999823063612, 'epoch': 0.01}
{'train_recon_loss': 0.6924836039543152, 'train_kld': 8.673248521517962e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.05621337890625, 'rewards_rejected': -0.05755615234375, 'embeddings_chosen': 0.0003147125244140625, 'embeddings_rejected': 0.000270843505859375, 'mean': -0.0035993324127048254, 'log_var': 0.005153516307473183, 'epoch': 0.01}
{'train_recon_loss': 0.689208984375, 'train_kld': 8.186329796444625e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.064453125, 'rewards_rejected': -0.0723876953125, 'embeddings_chosen': 0.0004558563232421875, 'embeddings_rejected': 0.00063323974609375, 'mean': -0.0026374836452305317, 'log_var': 0.005026695318520069, 'epoch': 0.01}
{'train_recon_loss': 0.6926241517066956, 'train_kld': 8.322823123307899e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.06781005859375, 'rewards_rejected': -0.068878173828125, 'embeddings_chosen': 0.0003814697265625, 'embeddings_rejected': 0.0001392364501953125, 'mean': -0.0029204310849308968, 'log_var': 0.005184633657336235, 'epoch': 0.01}
{'train_recon_loss': 0.6930142641067505, 'train_kld': 8.171932131517678e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.03268098831176758, 'rewards_rejected': -0.032947540283203125, 'embeddings_chosen': 0.00018215179443359375, 'embeddings_rejected': 0.0003604888916015625, 'mean': -0.002484908327460289, 'log_var': 0.004668428562581539, 'epoch': 0.01}
{'train_recon_loss': 0.6933279633522034, 'train_kld': 7.954470493132249e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.02774810791015625, 'rewards_rejected': -0.027435302734375, 'embeddings_chosen': 0.00018787384033203125, 'embeddings_rejected': 0.0004367828369140625, 'mean': -0.002848684322088957, 'log_var': 0.004557501524686813, 'epoch': 0.01}
{'train_recon_loss': 0.6904747486114502, 'train_kld': 8.460270328214392e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.061767578125, 'rewards_rejected': -0.067138671875, 'embeddings_chosen': 0.00018405914306640625, 'embeddings_rejected': 0.000110626220703125, 'mean': -0.003307277336716652, 'log_var': 0.0045453570783138275, 'epoch': 0.01}
{'train_recon_loss': 0.6923859119415283, 'train_kld': 7.889083644840866e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.05303955078125, 'rewards_rejected': -0.0545654296875, 'embeddings_chosen': 8.153915405273438e-05, 'embeddings_rejected': 0.000148773193359375, 'mean': -0.0027015458326786757, 'log_var': 0.004627966322004795, 'epoch': 0.01}
{'train_recon_loss': 0.6917182207107544, 'train_kld': 8.587873162468895e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.07421875, 'rewards_rejected': -0.07708740234375, 'embeddings_chosen': 0.0004100799560546875, 'embeddings_rejected': 0.0003986358642578125, 'mean': -0.002785980235785246, 'log_var': 0.004825553856790066, 'epoch': 0.01}
{'train_recon_loss': 0.6957831382751465, 'train_kld': 8.401741797570139e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.087646484375, 'rewards_rejected': -0.0823974609375, 'embeddings_chosen': 4.38690185546875e-05, 'embeddings_rejected': 1.0728836059570312e-05, 'mean': -0.0028225721325725317, 'log_var': 0.004461067263036966, 'epoch': 0.01}
{'train_recon_loss': 0.6920338869094849, 'train_kld': 7.761828601360321e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0662841796875, 'rewards_rejected': -0.06854248046875, 'embeddings_chosen': 0.0003910064697265625, 'embeddings_rejected': 0.0003070831298828125, 'mean': -0.003161073662340641, 'log_var': 0.004524325020611286, 'epoch': 0.01}
{'train_recon_loss': 0.6944621801376343, 'train_kld': 8.162193989846855e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.06085205078125, 'rewards_rejected': -0.0582275390625, 'embeddings_chosen': 0.00016880035400390625, 'embeddings_rejected': 0.0002536773681640625, 'mean': -0.0027591318357735872, 'log_var': 0.004690815694630146, 'epoch': 0.01}
{'train_recon_loss': 0.6905278563499451, 'train_kld': 7.948931306600571e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.05389404296875, 'rewards_rejected': -0.05914306640625, 'embeddings_chosen': 0.0003814697265625, 'embeddings_rejected': 0.0002918243408203125, 'mean': -0.003170428331941366, 'log_var': 0.004154229070991278, 'epoch': 0.01}
{'train_recon_loss': 0.6876957416534424, 'train_kld': 8.283369243144989e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.037700653076171875, 'rewards_rejected': -0.04864501953125, 'embeddings_chosen': 0.00017070770263671875, 'embeddings_rejected': 0.000148773193359375, 'mean': -0.0031027616932988167, 'log_var': 0.004323119763284922, 'epoch': 0.01}
{'train_recon_loss': 0.696115255355835, 'train_kld': 8.220826566684991e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.06298828125, 'rewards_rejected': -0.05706787109375, 'embeddings_chosen': 0.0002727508544921875, 'embeddings_rejected': 0.00023651123046875, 'mean': -0.003749303752556443, 'log_var': 0.004422507248818874, 'epoch': 0.01}
{'train_recon_loss': 0.6915931105613708, 'train_kld': 8.592349331593141e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0618896484375, 'rewards_rejected': -0.0650634765625, 'embeddings_chosen': 0.0003681182861328125, 'embeddings_rejected': -0.00010585784912109375, 'mean': -0.0037850653752684593, 'log_var': 0.003830560017377138, 'epoch': 0.01}
{'train_recon_loss': 0.6992422342300415, 'train_kld': 8.052607881836593e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.05914306640625, 'rewards_rejected': -0.0469970703125, 'embeddings_chosen': -0.00012302398681640625, 'embeddings_rejected': 0.000202178955078125, 'mean': -0.0034449840895831585, 'log_var': 0.004746885038912296, 'epoch': 0.01}
{'train_recon_loss': 0.6928197145462036, 'train_kld': 8.477408846374601e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0526885986328125, 'rewards_rejected': -0.0533447265625, 'embeddings_chosen': 0.000492095947265625, 'embeddings_rejected': 0.0004673004150390625, 'mean': -0.0032132253982126713, 'log_var': 0.005378643982112408, 'epoch': 0.01}
{'train_recon_loss': 0.6869528293609619, 'train_kld': 8.387511479668319e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.055999755859375, 'rewards_rejected': -0.0684814453125, 'embeddings_chosen': 0.000213623046875, 'embeddings_rejected': 9.393692016601562e-05, 'mean': -0.0029183391015976667, 'log_var': 0.004879182204604149, 'epoch': 0.02}
{'train_recon_loss': 0.6886332035064697, 'train_kld': 8.505134610459208e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.041748046875, 'rewards_rejected': -0.050811767578125, 'embeddings_chosen': 0.0003204345703125, 'embeddings_rejected': 0.0004482269287109375, 'mean': -0.003999857697635889, 'log_var': 0.0045903529971838, 'epoch': 0.02}
{'train_recon_loss': 0.6893725395202637, 'train_kld': 8.548615005565807e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.05224609375, 'rewards_rejected': -0.059844970703125, 'embeddings_chosen': 5.14984130859375e-05, 'embeddings_rejected': 0.00011777877807617188, 'mean': -0.0035544070415198803, 'log_var': 0.005014331545680761, 'epoch': 0.02}
{'train_recon_loss': 0.6919037103652954, 'train_kld': 8.198101568268612e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.063232421875, 'rewards_rejected': -0.06573486328125, 'embeddings_chosen': -9.059906005859375e-05, 'embeddings_rejected': 0.000194549560546875, 'mean': -0.0038747151847928762, 'log_var': 0.004271658603101969, 'epoch': 0.02}
{'train_recon_loss': 0.694898247718811, 'train_kld': 8.169509237632155e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0379638671875, 'rewards_rejected': -0.03448486328125, 'embeddings_chosen': 0.000263214111328125, 'embeddings_rejected': 0.0002536773681640625, 'mean': -0.0026937637012451887, 'log_var': 0.00391734391450882, 'epoch': 0.02}
{'train_recon_loss': 0.6873245239257812, 'train_kld': 8.885632269084454e-05, 'train_accuracy': 1.0, 'rewards_chosen': -0.0361328125, 'rewards_rejected': -0.0478515625, 'embeddings_chosen': -0.000209808349609375, 'embeddings_rejected': 3.3855438232421875e-05, 'mean': -0.003259473480284214, 'log_var': 0.005142782814800739, 'epoch': 0.02}
{'train_recon_loss': 0.6967308521270752, 'train_kld': 7.631842890987173e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.058837890625, 'rewards_rejected': -0.0517120361328125, 'embeddings_chosen': 0.00022792816162109375, 'embeddings_rejected': 0.000377655029296875, 'mean': -0.002502469578757882, 'log_var': 0.003981332760304213, 'epoch': 0.02}
{'train_recon_loss': 0.6929117441177368, 'train_kld': 8.34882739582099e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.038726806640625, 'rewards_rejected': -0.039215087890625, 'embeddings_chosen': 0.00034332275390625, 'embeddings_rejected': 7.486343383789062e-05, 'mean': -0.00326981651596725, 'log_var': 0.004484808538109064, 'epoch': 0.02}
{'train_recon_loss': 0.6855010986328125, 'train_kld': 8.490280015394092e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.051605224609375, 'rewards_rejected': -0.0670166015625, 'embeddings_chosen': 0.000400543212890625, 'embeddings_rejected': 0.0004405975341796875, 'mean': -0.003027642145752907, 'log_var': 0.004779032431542873, 'epoch': 0.02}
{'train_recon_loss': 0.690793514251709, 'train_kld': 7.920172356534749e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.039276123046875, 'rewards_rejected': -0.044036865234375, 'embeddings_chosen': 0.000286102294921875, 'embeddings_rejected': -1.3262033462524414e-06, 'mean': -0.003282224526628852, 'log_var': 0.004789414349943399, 'epoch': 0.02}
{'train_recon_loss': 0.6931807994842529, 'train_kld': 8.756452007219195e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.06951904296875, 'rewards_rejected': -0.0694580078125, 'embeddings_chosen': 0.00018596649169921875, 'embeddings_rejected': 0.0003528594970703125, 'mean': -0.0031625907868146896, 'log_var': 0.005954130087047815, 'epoch': 0.02}
{'train_recon_loss': 0.6892809867858887, 'train_kld': 8.084209548542276e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0254364013671875, 'rewards_rejected': -0.03326416015625, 'embeddings_chosen': 0.000316619873046875, 'embeddings_rejected': 0.000141143798828125, 'mean': -0.0031609071884304285, 'log_var': 0.004446686245501041, 'epoch': 0.02}
{'train_recon_loss': 0.6972814202308655, 'train_kld': 8.151224028551951e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.0341033935546875, 'rewards_rejected': -0.0258941650390625, 'embeddings_chosen': 7.534027099609375e-05, 'embeddings_rejected': 0.0002574920654296875, 'mean': -0.0032565747387707233, 'log_var': 0.00467449938878417, 'epoch': 0.02}
{'train_recon_loss': 0.6942166090011597, 'train_kld': 8.04750743554905e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0489501953125, 'rewards_rejected': -0.04681396484375, 'embeddings_chosen': 0.00019550323486328125, 'embeddings_rejected': 0.000591278076171875, 'mean': -0.0025034677237272263, 'log_var': 0.00401262566447258, 'epoch': 0.02}
{'train_recon_loss': 0.6899241805076599, 'train_kld': 8.461307152174413e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.016082763671875, 'rewards_rejected': -0.0225830078125, 'embeddings_chosen': 0.000431060791015625, 'embeddings_rejected': 0.000453948974609375, 'mean': -0.003635337809100747, 'log_var': 0.004914669319987297, 'epoch': 0.02}
{'train_recon_loss': 0.6871869564056396, 'train_kld': 7.985228876350448e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.019317626953125, 'rewards_rejected': -0.03131103515625, 'embeddings_chosen': -0.00017642974853515625, 'embeddings_rejected': 0.00026702880859375, 'mean': -0.0032183935400098562, 'log_var': 0.004971112124621868, 'epoch': 0.02}
{'train_recon_loss': 0.6916260719299316, 'train_kld': 8.446889114566147e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.00074005126953125, 'rewards_rejected': -0.0038051605224609375, 'embeddings_chosen': 9.822845458984375e-05, 'embeddings_rejected': 4.9114227294921875e-05, 'mean': -0.0033099064603447914, 'log_var': 0.004169957246631384, 'epoch': 0.02}
{'train_recon_loss': 0.6945173144340515, 'train_kld': 8.28483680379577e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.020775318145751953, 'rewards_rejected': -0.0180511474609375, 'embeddings_chosen': 0.00015926361083984375, 'embeddings_rejected': -0.00010061264038085938, 'mean': -0.0024890555068850517, 'log_var': 0.005384146235883236, 'epoch': 0.02}
{'train_recon_loss': 0.6944787502288818, 'train_kld': 8.385895489482209e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.04146575927734375, 'rewards_rejected': -0.03880786895751953, 'embeddings_chosen': 0.00017642974853515625, 'embeddings_rejected': 0.00017261505126953125, 'mean': -0.0033697246108204126, 'log_var': 0.005687966477125883, 'epoch': 0.02}
{'train_recon_loss': 0.6895710229873657, 'train_kld': 8.594106475356966e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.008941650390625, 'rewards_rejected': -0.01617431640625, 'embeddings_chosen': 0.00016021728515625, 'embeddings_rejected': 0.00035858154296875, 'mean': -0.003168158931657672, 'log_var': 0.004555291496217251, 'epoch': 0.02}
{'train_recon_loss': 0.6949015259742737, 'train_kld': 8.049626194406301e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.01349639892578125, 'rewards_rejected': -0.009993553161621094, 'embeddings_chosen': 0.0001621246337890625, 'embeddings_rejected': 0.0003757476806640625, 'mean': -0.0030957700219005346, 'log_var': 0.004812133032828569, 'epoch': 0.02}
{'train_recon_loss': 0.6905730962753296, 'train_kld': 8.359602361451834e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.024627685546875, 'rewards_rejected': -0.029815673828125, 'embeddings_chosen': 0.0002346038818359375, 'embeddings_rejected': 0.00034332275390625, 'mean': -0.0031236172653734684, 'log_var': 0.0049677155911922455, 'epoch': 0.02}
{'train_recon_loss': 0.6970506906509399, 'train_kld': 8.431251626461744e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.0387420654296875, 'rewards_rejected': -0.03095245361328125, 'embeddings_chosen': 0.000255584716796875, 'embeddings_rejected': 0.0002498626708984375, 'mean': -0.0024291209410876036, 'log_var': 0.004807286895811558, 'epoch': 0.02}
{'train_recon_loss': 0.6859459280967712, 'train_kld': 8.00097914179787e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.050567626953125, 'rewards_rejected': -0.065155029296875, 'embeddings_chosen': 0.000408172607421875, 'embeddings_rejected': 0.00010013580322265625, 'mean': -0.0026878882199525833, 'log_var': 0.005487739108502865, 'epoch': 0.02}
{'train_recon_loss': 0.6908248662948608, 'train_kld': 8.08820259408094e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0182647705078125, 'rewards_rejected': -0.02294158935546875, 'embeddings_chosen': 0.00021648406982421875, 'embeddings_rejected': 0.0001049041748046875, 'mean': -0.003612369764596224, 'log_var': 0.0058611175045371056, 'epoch': 0.02}
{'train_recon_loss': 0.6837360262870789, 'train_kld': 8.245116623584181e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.01220703125, 'rewards_rejected': -0.031261444091796875, 'embeddings_chosen': 0.00010728836059570312, 'embeddings_rejected': 0.000347137451171875, 'mean': -0.002762824995443225, 'log_var': 0.004811258986592293, 'epoch': 0.02}
{'train_recon_loss': 0.7000569105148315, 'train_kld': 8.467347652185708e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.03183746337890625, 'rewards_rejected': -0.018141746520996094, 'embeddings_chosen': 0.0004425048828125, 'embeddings_rejected': 0.000682830810546875, 'mean': -0.003547754604369402, 'log_var': 0.00549241341650486, 'epoch': 0.02}
{'train_recon_loss': 0.7009801864624023, 'train_kld': 8.606875053374097e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.031121253967285156, 'rewards_rejected': -0.01566028594970703, 'embeddings_chosen': 0.0003986358642578125, 'embeddings_rejected': 0.000377655029296875, 'mean': -0.003010484389960766, 'log_var': 0.004324388224631548, 'epoch': 0.02}
{'train_recon_loss': 0.6900330185890198, 'train_kld': 8.208578947233036e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.01016998291015625, 'rewards_rejected': -0.01641559600830078, 'embeddings_chosen': 0.00020313262939453125, 'embeddings_rejected': 0.0001316070556640625, 'mean': -0.0035173024516552687, 'log_var': 0.004337743856012821, 'epoch': 0.02}
{'train_recon_loss': 0.7046739459037781, 'train_kld': 7.782057218719274e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0599365234375, 'rewards_rejected': -0.037139892578125, 'embeddings_chosen': -0.00010585784912109375, 'embeddings_rejected': 0.00014591217041015625, 'mean': -0.003014365676790476, 'log_var': 0.00460704043507576, 'epoch': 0.02}
{'train_recon_loss': 0.708742082118988, 'train_kld': 8.723995415493846e-05, 'train_accuracy': 0.0, 'rewards_chosen': -0.0682373046875, 'rewards_rejected': -0.0373992919921875, 'embeddings_chosen': -5.602836608886719e-05, 'embeddings_rejected': 2.491474151611328e-05, 'mean': -0.0033398144878447056, 'log_var': 0.005854764021933079, 'epoch': 0.02}
{'train_recon_loss': 0.6986525654792786, 'train_kld': 8.59296924318187e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.05328369140625, 'rewards_rejected': -0.0423583984375, 'embeddings_chosen': 0.0003070831298828125, 'embeddings_rejected': 0.0001621246337890625, 'mean': -0.003323635086417198, 'log_var': 0.0042116641998291016, 'epoch': 0.02}
{'train_recon_loss': 0.6850711107254028, 'train_kld': 8.033147605601698e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.024872779846191406, 'rewards_rejected': -0.0412139892578125, 'embeddings_chosen': 4.076957702636719e-05, 'embeddings_rejected': 5.155801773071289e-06, 'mean': -0.003125744638964534, 'log_var': 0.004567932337522507, 'epoch': 0.02}
{'train_recon_loss': 0.6815813183784485, 'train_kld': 8.14157901913859e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.007568359375, 'rewards_rejected': -0.0311279296875, 'embeddings_chosen': -0.000293731689453125, 'embeddings_rejected': -9.298324584960938e-05, 'mean': -0.0034330696798861027, 'log_var': 0.004809491336345673, 'epoch': 0.02}
{'train_recon_loss': 0.6877593994140625, 'train_kld': 8.904007700039074e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0422821044921875, 'rewards_rejected': -0.0531005859375, 'embeddings_chosen': 0.00023365020751953125, 'embeddings_rejected': 5.936622619628906e-05, 'mean': -0.0031163357198238373, 'log_var': 0.0048635355196893215, 'epoch': 0.02}
{'train_recon_loss': 0.6829160451889038, 'train_kld': 7.998397632036358e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.04171895980834961, 'rewards_rejected': -0.0626220703125, 'embeddings_chosen': -6.818771362304688e-05, 'embeddings_rejected': 0.00014591217041015625, 'mean': -0.003437308594584465, 'log_var': 0.004868482239544392, 'epoch': 0.02}
{'train_recon_loss': 0.6968502998352051, 'train_kld': 8.227205398725346e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.0281219482421875, 'rewards_rejected': -0.020771026611328125, 'embeddings_chosen': 0.0001544952392578125, 'embeddings_rejected': 0.000293731689453125, 'mean': -0.0030327262356877327, 'log_var': 0.004002233035862446, 'epoch': 0.02}
{'train_recon_loss': 0.680459201335907, 'train_kld': 7.822921907063574e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0047760009765625, 'rewards_rejected': -0.030521392822265625, 'embeddings_chosen': 0.00012969970703125, 'embeddings_rejected': 0.00028228759765625, 'mean': -0.0029436617624014616, 'log_var': 0.004553206730633974, 'epoch': 0.02}
{'train_recon_loss': 0.6865979433059692, 'train_kld': 7.998027285793796e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0150299072265625, 'rewards_rejected': -0.0283050537109375, 'embeddings_chosen': 1.800060272216797e-05, 'embeddings_rejected': 0.00011348724365234375, 'mean': -0.0028721685521304607, 'log_var': 0.004409735091030598, 'epoch': 0.02}
{'train_recon_loss': 0.6895439624786377, 'train_kld': 8.326564420713112e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.0323486328125, 'rewards_rejected': -0.039581298828125, 'embeddings_chosen': 0.000133514404296875, 'embeddings_rejected': 0.00022411346435546875, 'mean': -0.0033425800502300262, 'log_var': 0.003898732364177704, 'epoch': 0.02}
{'train_recon_loss': 0.6924415826797485, 'train_kld': 8.045627328101546e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.01044464111328125, 'rewards_rejected': -0.011932373046875, 'embeddings_chosen': -5.030632019042969e-05, 'embeddings_rejected': -5.6743621826171875e-05, 'mean': -0.0028589884750545025, 'log_var': 0.0040580881759524345, 'epoch': 0.02}
{'train_recon_loss': 0.6847515106201172, 'train_kld': 8.366168185602874e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.033233642578125, 'rewards_rejected': -0.05029296875, 'embeddings_chosen': 0.000110626220703125, 'embeddings_rejected': -0.000308990478515625, 'mean': -0.0027294789906591177, 'log_var': 0.0045712897554039955, 'epoch': 0.02}
{'train_recon_loss': 0.6951048374176025, 'train_kld': 8.302805508719757e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.01251220703125, 'rewards_rejected': -0.008636474609375, 'embeddings_chosen': -7.82012939453125e-05, 'embeddings_rejected': 6.198883056640625e-05, 'mean': -0.00341435382142663, 'log_var': 0.004538774490356445, 'epoch': 0.02}
{'train_recon_loss': 0.6889750957489014, 'train_kld': 8.46246985020116e-05, 'train_accuracy': 0.75, 'rewards_chosen': -0.02446746826171875, 'rewards_rejected': -0.032867431640625, 'embeddings_chosen': 0.00013065338134765625, 'embeddings_rejected': 2.5987625122070312e-05, 'mean': -0.002930838381871581, 'log_var': 0.004362366162240505, 'epoch': 0.02}
{'train_recon_loss': 0.6947646141052246, 'train_kld': 7.818058656994253e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.0167388916015625, 'rewards_rejected': -0.01351165771484375, 'embeddings_chosen': 0.00010824203491210938, 'embeddings_rejected': 0.0002498626708984375, 'mean': -0.003311970504000783, 'log_var': 0.0043536038137972355, 'epoch': 0.02}
{'train_recon_loss': 0.702471137046814, 'train_kld': 8.064019493758678e-05, 'train_accuracy': 0.25, 'rewards_chosen': -0.03259086608886719, 'rewards_rejected': -0.01409912109375, 'embeddings_chosen': -0.00011110305786132812, 'embeddings_rejected': 0.000244140625, 'mean': -0.003029047744348645, 'log_var': 0.005219157785177231, 'epoch': 0.02}
{'train_recon_loss': 0.6967682838439941, 'train_kld': 8.389777940465137e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.014835357666015625, 'rewards_rejected': -0.007659912109375, 'embeddings_chosen': 0.000240325927734375, 'embeddings_rejected': 3.0994415283203125e-05, 'mean': -0.0032544899731874466, 'log_var': 0.003566375467926264, 'epoch': 0.02}
{'train_recon_loss': 0.6927554607391357, 'train_kld': 8.416569471592084e-05, 'train_accuracy': 0.5, 'rewards_chosen': -0.022914886474609375, 'rewards_rejected': -0.0242156982421875, 'embeddings_chosen': 0.000278472900390625, 'embeddings_rejected': 2.002716064453125e-05, 'mean': -0.0031390993390232325, 'log_var': 0.005187389440834522, 'epoch': 0.02}
